Episode;Outcome;DeathType;Phase;Steps;TotalReward;Epsilon;ExplorationRate;WallsInitial;WallsBroken;BombsDropped;SafetyDangerSteps
58;WIN;None;3;181;"115,75";"0,9554";"0,71";13;10;22;47
59;DEATH;Suicide;3;4;"-304,51";"0,9546";"0,5";8;0;2;2
60;DEATH;Suicide;3;4;"-304,51";"0,9539";"0,5";8;0;1;2
61;DEATH;KilledByTarget;3;134;"-194,31";"0,9531";"0,62";12;9;22;45
62;WIN;None;3;131;"187,7";"0,9524";"0,63";5;4;21;43
63;DEATH;KilledByTarget;3;187;"-143,22";"0,9516";"0,67";11;9;24;51
64;WIN;None;3;125;"168,52";"0,9508";"0,73";10;10;15;30
65;DEATH;KilledByTarget;3;143;"-190,44";"0,9501";"0,62";11;10;26;52
66;WIN;None;3;96;"169,05";"0,9493";"0,66";12;9;14;28
67;DEATH;KilledByTarget;3;297;"-271,02";"0,9485";"0,63";14;14;46;93
68;WIN;None;3;129;"157,29";"0,9478";"0,73";11;10;16;30
69;WIN;None;3;183;"107,51";"0,947";"0,68";10;10;23;48
70;WIN;None;3;168;"102,16";"0,9463";"0,64";10;10;24;46
71;WIN;None;3;324;"15,39";"0,9455";"0,64";12;12;50;102
72;WIN;None;3;247;"155,13";"0,9448";"0,68";13;13;36;71
73;WIN;None;3;201;"125,55";"0,944";"0,65";11;11;33;67
74;WIN;None;3;394;"-45,96";"0,9432";"0,67";11;11;61;122
75;WIN;None;3;133;"174,26";"0,9425";"0,71";10;8;18;38
76;WIN;None;3;107;"164,38";"0,9417";"0,63";12;8;16;32
77;WIN;None;3;52;"220,73";"0,941";"0,63";14;9;8;16
78;WIN;None;3;122;"174,18";"0,9402";"0,69";8;8;16;31
79;WIN;None;3;161;"124,1";"0,9395";"0,65";11;10;26;52
80;WIN;None;3;124;"154,29";"0,9387";"0,63";11;11;20;40
81;WIN;None;3;285;"86,57";"0,938";"0,65";9;9;43;84
82;DEATH;KilledByTarget;3;127;"-146,27";"0,9372";"0,69";10;8;17;36
83;WIN;None;3;114;"188,89";"0,9365";"0,74";11;11;14;27
84;WIN;None;3;183;"153,06";"0,9357";"0,69";13;13;23;46
85;WIN;None;3;118;"177,41";"0,935";"0,66";11;10;16;33
86;WIN;None;3;79;"176,94";"0,9342";"0,61";10;6;11;24
87;WIN;None;3;148;"149,21";"0,9335";"0,6";11;10;24;49
88;DEATH;Suicide;3;4;"-304,51";"0,9327";"0,5";13;0;1;2
89;DEATH;KilledByTarget;3;256;"-234,05";"0,932";"0,65";11;11;37;76
90;WIN;None;3;312;"3,68";"0,9312";"0,65";12;12;49;97
91;DEATH;KilledByTarget;3;159;"-179,76";"0,9305";"0,65";14;10;25;50
92;WIN;None;3;126;"150,5";"0,9298";"0,63";8;5;18;40
93;WIN;None;3;136;"168,85";"0,929";"0,71";11;11;16;32
94;WIN;None;3;59;"208,89";"0,9283";"0,64";10;6;9;18
95;DEATH;KilledByTarget;3;78;"-114,29";"0,9275";"0,62";12;8;12;26
96;WIN;None;3;27;"213,53";"0,9268";"0,63";7;3;4;8
97;DEATH;KilledByTarget;3;125;"-145,53";"0,926";"0,58";13;11;23;44
98;WIN;None;3;89;"221,04";"0,9253";"0,66";12;11;12;24
99;WIN;None;3;28;"207,26";"0,9246";"0,79";6;1;3;6
100;WIN;None;3;54;"190,24";"0,9238";"0,63";9;4;8;18
101;WIN;None;3;59;"173,79";"0,9231";"0,61";13;7;11;20
102;WIN;None;3;124;"132,29";"0,9223";"0,57";10;8;24;47
103;DEATH;Suicide;3;4;"-304,51";"0,9216";"0,5";16;0;1;2
104;WIN;None;3;114;"190,04";"0,9209";"0,63";11;11;18;34
105;DEATH;KilledByTarget;3;124;"-132,46";"0,9201";"0,71";11;7;13;30
106;DEATH;Suicide;3;4;"-304,51";"0,9194";"0,5";12;0;2;2
107;WIN;None;3;255;"107,67";"0,9187";"0,62";15;15;41;82
108;WIN;None;3;95;"185,72";"0,9179";"0,71";15;11;15;28
109;WIN;None;3;54;"209,04";"0,9172";"0,67";11;7;8;16
110;WIN;None;3;76;"170,9";"0,9165";"0,62";10;5;10;20
111;WIN;None;3;75;"228,52";"0,9157";"0,67";10;7;11;22
112;DEATH;KilledByTarget;3;82;"-131,22";"0,915";"0,68";12;10;11;22
113;DEATH;KilledByTarget;3;100;"-61,43";"0,9143";"0,64";12;10;12;27
114;DEATH;KilledByTarget;3;65;"-95,88";"0,9135";"0,62";11;7;10;22
115;WIN;None;3;228;"100,71";"0,9128";"0,7";11;11;25;52
116;DEATH;KilledByTarget;3;49;"-77,26";"0,9121";"0,71";11;6;4;11
117;WIN;None;3;125;"151,37";"0,9113";"0,68";13;10;16;32
118;DEATH;KilledByTarget;3;240;"-180,83";"0,9106";"0,65";15;14;32;72
119;DEATH;KilledByTarget;3;291;"-136,4";"0,9099";"0,63";10;10;43;90
120;WIN;None;3;103;"176,76";"0,9092";"0,61";11;10;18;36
121;WIN;None;3;196;"150,3";"0,9084";"0,62";12;11;32;65
122;DEATH;KilledByTarget;3;193;"-151,44";"0,9077";"0,68";10;9;22;48
123;DEATH;KilledByTarget;3;240;"-205,73";"0,907";"0,61";11;11;38;79
124;WIN;None;3;120;"181,12";"0,9062";"0,73";14;8;14;28
125;WIN;None;3;318;"125,96";"0,9055";"0,64";13;13;41;88
126;DEATH;Suicide;3;5;"-304,73";"0,9048";"0,6";14;0;1;2
127;DEATH;KilledByTarget;3;46;"-103,95";"0,9041";"0,61";10;4;7;12
128;WIN;None;3;57;"194,43";"0,9034";"0,51";10;6;10;20
129;DEATH;KilledByTarget;3;42;"-107,42";"0,9026";"0,67";15;7;5;10
130;WIN;None;3;354;"103,19";"0,9019";"0,64";13;13;50;102
131;WIN;None;3;20;"212,77";"0,9012";"0,6";7;0;3;4
132;DEATH;Suicide;3;19;"-307,41";"0,9005";"0,84";17;2;2;2
133;WIN;None;3;28;"215,06";"0,8997";"0,57";10;5;5;10
134;DEATH;KilledByTarget;3;170;"-164,13";"0,899";"0,61";15;12;30;62
135;WIN;None;3;146;"146,8";"0,8983";"0,71";11;10;15;30
136;WIN;None;3;199;"89,24";"0,8976";"0,62";12;12;31;63
137;DEATH;KilledByTarget;3;178;"-161,94";"0,8969";"0,69";10;10;23;50
138;DEATH;Suicide;3;6;"-304,85";"0,8962";"0,67";15;0;1;2
139;WIN;None;3;409;"58,79";"0,8954";"0,65";9;9;57;124
140;WIN;None;3;93;"177,06";"0,8947";"0,68";12;8;11;23
141;DEATH;KilledByTarget;3;37;"-78,67";"0,894";"0,62";13;4;5;12
142;DEATH;KilledByTarget;3;180;"-167,63";"0,8933";"0,66";14;10;24;47
143;DEATH;KilledByTarget;3;98;"-160,44";"0,8926";"0,56";11;7;16;33
144;WIN;None;3;39;"199,64";"0,8919";"0,62";11;4;7;14
145;WIN;None;3;153;"204,31";"0,8911";"0,69";15;12;15;34
146;WIN;None;3;134;"130,84";"0,8904";"0,62";13;11;20;40
147;WIN;None;3;42;"182,63";"0,8897";"0,57";12;4;7;16
148;DEATH;Suicide;3;6;"-304,85";"0,889";"0,67";13;0;1;2
149;DEATH;KilledByTarget;3;138;"-150,54";"0,8883";"0,58";12;11;20;42
150;WIN;None;3;57;"195,48";"0,8876";"0,61";12;7;7;14
151;WIN;None;3;62;"203,68";"0,8869";"0,61";11;5;11;20
152;WIN;None;3;161;"193,8";"0,8862";"0,65";12;12;20;40
153;DEATH;KilledByTarget;3;190;"-138,83";"0,8855";"0,63";15;12;24;50
154;WIN;None;3;139;"148,39";"0,8847";"0,59";11;11;22;44
155;DEATH;KilledByTarget;3;307;"-206,92";"0,884";"0,65";13;13;42;84
156;WIN;None;3;70;"174,92";"0,8833";"0,63";10;5;10;18
157;DEATH;Suicide;3;4;"-304,51";"0,8826";"0,5";11;0;1;2
158;DEATH;KilledByTarget;3;99;"-144,76";"0,8819";"0,59";14;9;16;32
159;DEATH;KilledByTarget;3;115;"-141,78";"0,8812";"0,65";11;10;17;34
160;DEATH;KilledByTarget;3;59;"-115,91";"0,8805";"0,51";9;7;10;20
161;DEATH;KilledByTarget;3;76;"-131,7";"0,8798";"0,63";10;3;8;20
162;DEATH;KilledByTarget;3;132;"-118,67";"0,8791";"0,64";10;7;17;38
163;WIN;None;3;105;"231,07";"0,8784";"0,62";15;10;15;28
164;WIN;None;3;88;"178,31";"0,8777";"0,66";12;7;11;22
165;WIN;None;3;308;"23,46";"0,877";"0,62";11;11;42;87
166;WIN;None;3;115;"187,02";"0,8763";"0,64";11;9;15;31
167;DEATH;KilledByTarget;3;277;"-247,02";"0,8756";"0,62";8;8;36;83
168;DEATH;KilledByTarget;3;124;"-147,71";"0,8749";"0,6";10;9;19;38
169;WIN;None;3;90;"184,72";"0,8742";"0,63";9;8;12;25
170;DEATH;Suicide;3;4;"-304,51";"0,8735";"0,5";9;0;2;2
171;WIN;None;3;68;"167,86";"0,8728";"0,62";10;8;11;22
172;DEATH;KilledByTarget;3;162;"-121,77";"0,8721";"0,54";13;11;27;56
173;DEATH;Suicide;3;14;"-306,41";"0,8714";"0,79";14;1;2;2
174;WIN;None;3;200;"75,07";"0,8707";"0,61";13;10;30;61
175;DEATH;KilledByTarget;3;73;"-124,94";"0,87";"0,63";8;6;8;20
176;WIN;None;3;277;"108,68";"0,8693";"0,63";15;15;37;75
177;WIN;None;3;258;"130,11";"0,8686";"0,62";9;7;37;76
178;WIN;None;3;175;"132,62";"0,8679";"0,65";11;10;20;42
179;WIN;None;3;35;"204,02";"0,8672";"0,63";13;5;5;10
180;DEATH;KilledByTarget;3;38;"-116,44";"0,8665";"0,66";8;3;5;12
181;WIN;None;3;66;"169,85";"0,8658";"0,61";7;3;10;20
182;WIN;None;3;240;"89,22";"0,8651";"0,6";13;13;35;72
183;WIN;None;3;116;"210,9";"0,8645";"0,63";13;11;12;24
184;WIN;None;3;101;"206,45";"0,8638";"0,65";15;12;13;26
185;WIN;None;3;144;"152,59";"0,8631";"0,63";12;11;20;40
186;WIN;None;3;95;"207,02";"0,8624";"0,62";9;7;14;29
187;WIN;None;3;124;"168,74";"0,8617";"0,64";11;10;19;37
188;WIN;None;3;185;"149,12";"0,861";"0,59";15;15;27;57
189;DEATH;KilledByTarget;3;80;"-121,58";"0,8603";"0,56";11;7;12;26
190;WIN;None;3;94;"181,79";"0,8596";"0,67";10;9;12;24
191;WIN;None;3;130;"184,12";"0,8589";"0,58";13;13;17;36
192;DEATH;KilledByTarget;3;62;"-106,67";"0,8582";"0,58";10;5;10;21
193;WIN;None;3;79;"167,74";"0,8576";"0,61";13;9;10;20
194;DEATH;KilledByTarget;3;82;"-130,07";"0,8569";"0,66";13;7;11;21
195;WIN;None;3;302;"187,48";"0,8562";"0,62";8;7;34;81
196;DEATH;KilledByTarget;3;315;"-203,93";"0,8555";"0,63";15;15;40;84
197;WIN;None;3;68;"204,41";"0,8548";"0,72";11;4;7;14
198;WIN;None;3;28;"207,26";"0,8541";"0,68";13;4;3;6
199;WIN;None;3;142;"187,78";"0,8535";"0,6";9;7;22;44
200;DEATH;Suicide;3;5;"-304,73";"0,8528";"0,6";13;0;1;2
201;WIN;None;3;81;"211,65";"0,8521";"0,65";14;10;11;24
202;DEATH;KilledByTarget;3;186;"-157,8";"0,8514";"0,62";9;9;28;58
203;WIN;None;3;35;"215,92";"0,8507";"0,66";11;5;3;6
204;WIN;None;3;289;"172,24";"0,85";"0,64";15;13;30;70
205;DEATH;KilledByTarget;3;86;"-137,25";"0,8494";"0,67";7;5;10;19
206;DEATH;KilledByTarget;3;265;"-186,08";"0,8487";"0,6";13;12;38;77
207;WIN;None;3;29;"212,59";"0,848";"0,59";10;4;5;8
208;WIN;None;3;176;"148,4";"0,8473";"0,61";13;11;28;55
209;WIN;None;3;110;"182,72";"0,8466";"0,64";12;11;12;27
210;WIN;None;3;90;"197,52";"0,846";"0,67";16;12;10;20
211;WIN;None;3;454;"58,79";"0,8453";"0,66";8;7;46;107
212;WIN;None;3;107;"173,33";"0,8446";"0,65";11;8;12;24
213;DEATH;Suicide;3;6;"-304,85";"0,8439";"0,5";11;0;2;2
214;WIN;None;3;125;"144,02";"0,8433";"0,58";10;8;18;39
215;WIN;None;3;66;"222,85";"0,8426";"0,62";13;7;9;18
216;DEATH;Suicide;3;9;"-305,51";"0,8419";"0,56";13;1;1;2
217;DEATH;KilledByTarget;3;152;"-131,12";"0,8412";"0,64";12;12;17;35
218;WIN;None;3;94;"159,09";"0,8406";"0,61";11;9;13;26
219;WIN;None;3;90;"231,47";"0,8399";"0,68";15;11;9;16
220;DEATH;Suicide;3;4;"-304,51";"0,8392";"0,5";13;0;1;2
221;WIN;None;3;139;"153,24";"0,8386";"0,58";10;8;21;43
222;DEATH;KilledByTarget;3;103;"-104,59";"0,8379";"0,59";8;7;13;28
223;DEATH;Suicide;3;4;"-304,51";"0,8372";"0,5";13;0;2;2
224;WIN;None;3;53;"176,61";"0,8365";"0,66";6;2;7;14
225;WIN;None;3;184;"183,39";"0,8359";"0,59";14;13;24;49
226;WIN;None;3;223;"118,31";"0,8352";"0,58";12;11;33;66
227;DEATH;KilledByTarget;3;94;"-137,56";"0,8345";"0,57";12;7;10;20
228;WIN;None;3;59;"181,49";"0,8339";"0,58";12;6;9;17
229;WIN;None;3;284;"141,79";"0,8332";"0,59";9;9;38;77
230;WIN;None;3;217;"100,18";"0,8325";"0,59";17;16;28;57
231;WIN;None;3;227;"119,08";"0,8319";"0,62";6;6;32;65
232;DEATH;Suicide;3;4;"-304,51";"0,8312";"0,5";13;0;2;2
233;WIN;None;3;72;"177,83";"0,8305";"0,56";9;6;11;22
234;DEATH;KilledByTarget;3;120;"-148,93";"0,8299";"0,59";11;9;17;36
235;DEATH;KilledByTarget;3;186;"-174,5";"0,8292";"0,57";12;10;25;54
236;WIN;None;3;79;"191,74";"0,8285";"0,66";8;8;9;16
237;WIN;None;3;194;"151,84";"0,8279";"0,6";10;10;24;50
238;WIN;None;3;68;"192,06";"0,8272";"0,59";11;6;11;22
239;WIN;None;3;320;"110,77";"0,8266";"0,57";17;17;45;95
240;DEATH;KilledByTarget;3;104;"-77,46";"0,8259";"0,63";8;8;13;27
241;DEATH;Suicide;3;14;"-306,31";"0,8252";"0,64";9;1;1;2
242;DEATH;KilledByTarget;3;59;"-92,61";"0,8246";"0,58";11;7;8;18
243;WIN;None;3;207;"87,78";"0,8239";"0,6";13;10;33;64
244;DEATH;KilledByTarget;3;182;"-72,57";"0,8233";"0,58";14;13;23;51
245;WIN;None;3;37;"193,33";"0,8226";"0,57";9;3;6;10
246;WIN;None;3;141;"159,25";"0,8219";"0,62";9;9;16;32
247;DEATH;KilledByTarget;3;141;"-170,6";"0,8213";"0,57";11;9;22;45
248;WIN;None;3;91;"196,95";"0,8206";"0,58";12;10;14;26
249;DEATH;KilledByTarget;3;41;"-98,15";"0,82";"0,63";13;6;4;8
250;WIN;None;3;245;"84,92";"0,8193";"0,61";8;8;32;66
251;WIN;None;3;104;"171,34";"0,8187";"0,67";12;10;12;24
252;WIN;None;3;142;"150,23";"0,818";"0,67";10;9;15;32
253;WIN;None;3;119;"173,34";"0,8174";"0,66";15;12;15;30
254;WIN;None;3;117;"193,53";"0,8167";"0,56";14;11;15;30
255;WIN;None;3;132;"169,68";"0,816";"0,62";11;9;16;32
256;WIN;None;3;39;"221,24";"0,8154";"0,74";7;4;4;8
257;WIN;None;3;86;"188,05";"0,8147";"0,58";7;4;10;20
258;DEATH;Suicide;3;12;"-305,97";"0,8141";"0,67";12;0;1;2
259;WIN;None;3;112;"187,93";"0,8134";"0,63";12;10;14;30
260;DEATH;KilledByTarget;3;60;"-114,53";"0,8128";"0,67";9;4;6;13
261;WIN;None;3;531;"-21,3";"0,8121";"0,59";9;9;69;144
262;WIN;None;3;166;"187,75";"0,8115";"0,67";9;8;16;34
263;WIN;None;3;80;"145,87";"0,8108";"0,54";7;1;12;24
264;WIN;None;3;130;"138,17";"0,8102";"0,62";13;10;15;35
265;DEATH;Suicide;3;4;"-304,51";"0,8095";"0,5";17;0;1;2
266;DEATH;KilledByTarget;3;80;"-130,33";"0,8089";"0,6";11;3;10;22
267;DEATH;KilledByTarget;3;98;"-149,04";"0,8082";"0,59";13;9;13;28
268;DEATH;KilledByTarget;3;121;-145;"0,8076";"0,6";12;9;17;34
269;WIN;None;3;218;"146,76";"0,807";"0,61";14;12;21;46
270;WIN;None;3;186;"162,25";"0,8063";"0,58";9;9;23;50
271;DEATH;Suicide;3;12;"-305,97";"0,8057";"0,75";9;1;1;2
272;DEATH;KilledByTarget;3;150;"-162,08";"0,805";"0,65";11;10;12;27
273;WIN;None;3;102;"185,18";"0,8044";"0,63";14;13;11;23
274;DEATH;KilledByTarget;3;117;"-136,87";"0,8037";"0,58";11;8;18;38
275;WIN;None;3;86;"192,35";"0,8031";"0,57";15;9;9;19
276;WIN;None;3;60;"187,57";"0,8024";"0,58";13;7;8;18
277;DEATH;Suicide;3;17;"-307,07";"0,8018";"0,82";12;2;2;2
278;WIN;None;3;106;"175,2";"0,8012";"0,64";10;7;11;24
279;WIN;None;3;108;"194,11";"0,8005";"0,62";10;7;11;25
280;DEATH;Suicide;3;9;"-305,41";"0,7999";"0,78";15;0;1;2
281;WIN;None;3;197;"96,33";"0,7992";"0,59";8;8;30;60
282;WIN;None;3;168;"145,86";"0,7986";"0,53";8;5;26;52
283;WIN;None;3;134;"170,49";"0,798";"0,67";13;13;16;32
284;DEATH;Suicide;3;4;"-304,51";"0,7973";"0,5";14;0;1;2
285;WIN;None;3;93;"214,06";"0,7967";"0,59";11;10;12;24
286;WIN;None;3;91;"193,55";"0,796";"0,63";10;6;10;20
287;DEATH;KilledByTarget;3;58;"-115,79";"0,7954";"0,55";14;6;10;20
288;DEATH;KilledByTarget;3;128;"-162,19";"0,7948";"0,59";9;9;20;41
289;DEATH;KilledByTarget;3;67;"-104,02";"0,7941";"0,61";12;10;9;19
290;WIN;None;3;211;"203,25";"0,7935";"0,58";17;15;27;56
291;DEATH;KilledByTarget;3;217;"-190,47";"0,7929";"0,57";7;7;22;48
292;DEATH;KilledByTarget;3;57;"-106,37";"0,7922";"0,54";8;6;8;16
293;WIN;None;3;152;"185,48";"0,7916";"0,63";6;6;16;35
294;DEATH;KilledByTarget;3;504;"-325,96";"0,791";"0,6";15;15;61;126
295;DEATH;KilledByTarget;3;45;"-105,88";"0,7903";"0,51";13;5;7;15
296;WIN;None;3;40;"210,02";"0,7897";"0,58";11;4;6;12
297;WIN;None;3;452;"20,78";"0,7891";"0,58";14;14;57;113
298;WIN;None;3;67;"181,83";"0,7884";"0,6";9;6;10;18
299;WIN;None;3;36;"221,8";"0,7878";"0,56";12;5;4;8
300;WIN;None;3;298;"53,91";"0,7872";"0,58";10;10;39;78
301;DEATH;KilledByTarget;3;65;"-99,78";"0,7865";"0,65";12;7;8;15
302;DEATH;KilledByTarget;3;344;"-213,61";"0,7859";"0,58";14;14;39;80
303;DEATH;KilledByTarget;3;83;"-102,79";"0,7853";"0,58";11;7;7;15
304;DEATH;KilledByTarget;3;61;"-118,85";"0,7847";"0,56";10;3;7;15
305;WIN;None;3;98;"154,21";"0,784";"0,58";9;8;15;30
306;WIN;None;3;100;"167,77";"0,7834";"0,56";13;8;13;26
307;WIN;None;3;217;"84,48";"0,7828";"0,56";9;6;31;63
308;WIN;None;3;227;"97,78";"0,7822";"0,56";12;11;30;60
309;DEATH;Suicide;3;8;"-305,29";"0,7815";"0,63";13;0;1;2
310;WIN;None;3;141;168;"0,7809";"0,62";13;9;14;32
311;WIN;None;3;143;"159,21";"0,7803";"0,49";14;13;25;50
312;DEATH;KilledByTarget;3;53;"-101,29";"0,7797";"0,62";13;7;4;7
313;DEATH;KilledByTarget;3;226;"-171,95";"0,779";"0,57";14;13;25;55
314;WIN;None;3;132;"234,58";"0,7784";"0,58";8;7;18;37
315;DEATH;Suicide;3;4;"-304,51";"0,7778";"0,5";12;0;1;2
316;WIN;None;3;65;"180,67";"0,7772";"0,6";11;5;8;16
317;WIN;None;3;137;"185,13";"0,7765";"0,53";11;10;17;34
318;WIN;None;3;87;"186,68";"0,7759";"0,55";11;9;14;29
319;DEATH;KilledByTarget;3;185;"-171,08";"0,7753";"0,61";10;9;21;44
320;WIN;None;3;151;"183,3";"0,7747";"0,59";9;8;16;33
321;WIN;None;3;231;"145,85";"0,7741";"0,58";15;12;29;58
322;WIN;None;3;84;"171,24";"0,7734";"0,54";12;9;13;24
323;WIN;None;3;517;"-18,77";"0,7728";"0,56";12;12;61;132
324;WIN;None;3;130;"173,12";"0,7722";"0,56";9;8;18;36
325;WIN;None;3;140;"151,17";"0,7716";"0,59";14;13;22;44
326;DEATH;KilledByTarget;3;108;"-135,09";"0,771";"0,69";11;4;9;18
327;DEATH;KilledByTarget;3;33;"-129,34";"0,7704";"0,55";9;3;6;12
328;WIN;None;3;121;"207,1";"0,7697";"0,59";12;10;15;28
329;WIN;None;3;58;"192,16";"0,7691";"0,6";9;6;9;18
330;WIN;None;3;37;"201,33";"0,7685";"0,57";9;4;4;8
331;WIN;None;3;72;"208,03";"0,7679";"0,53";9;9;11;22
332;DEATH;KilledByTarget;3;222;"-206,52";"0,7673";"0,61";11;10;29;60
333;DEATH;KilledByTarget;3;104;"-136,91";"0,7667";"0,61";14;11;13;27
334;DEATH;Suicide;3;6;"-304,85";"0,766";"0,5";14;0;1;2
335;DEATH;KilledByTarget;3;95;"-112,88";"0,7654";"0,64";12;11;13;27
336;WIN;None;3;274;"108,99";"0,7648";"0,56";11;11;41;86
337;DEATH;KilledByTarget;3;44;"-113,56";"0,7642";"0,64";10;5;4;8
338;WIN;None;3;207;"120,48";"0,7636";"0,56";7;7;32;66
339;DEATH;KilledByTarget;3;128;"-132,04";"0,763";"0,59";9;7;18;37
340;WIN;None;3;76;"231,05";"0,7624";"0,53";11;9;11;22
341;WIN;None;3;86;"210,2";"0,7618";"0,55";14;11;12;26
342;WIN;None;3;65;"212,12";"0,7612";"0,6";13;9;9;18
343;DEATH;Suicide;3;5;"-304,73";"0,7605";"0,4";13;0;1;2
344;WIN;None;3;191;"167,75";"0,7599";"0,57";11;11;22;44
345;WIN;None;3;470;"-37,68";"0,7593";"0,53";11;11;74;151
346;WIN;None;3;51;"195,1";"0,7587";"0,67";16;6;5;10
347;DEATH;KilledByTarget;3;26;"-74,3";"0,7581";"0,5";11;7;4;8
348;WIN;None;3;209;"183,94";"0,7575";"0,5";11;11;30;60
349;WIN;None;3;126;"152,85";"0,7569";"0,56";8;8;20;40
350;WIN;None;3;59;"209,14";"0,7563";"0,47";8;6;9;18
351;WIN;None;3;268;"96,36";"0,7557";"0,53";9;9;33;65
352;DEATH;Suicide;3;5;"-304,73";"0,7551";"0,6";11;0;1;2
353;DEATH;Suicide;3;4;"-304,51";"0,7545";"0,25";13;0;1;2
354;WIN;None;3;203;"173,06";"0,7539";"0,58";13;11;23;47
355;WIN;None;3;111;"163,8";"0,7533";"0,53";11;9;11;23
356;WIN;None;3;175;"181,42";"0,7527";"0,55";13;13;20;41
357;WIN;None;3;99;"169,44";"0,7521";"0,53";10;6;13;28
