Episode;Steps;TotalReward;Epsilon
403;576;-357,00;0,7547
404;315;126,11;0,7541
405;218;190,13;0,7536
406;89;210,97;0,7531
407;4;-202,43;0,7525
408;372;92,64;0,7520
409;327;169,04;0,7515
410;346;-284,55;0,7510
411;600;-184,75;0,7504
412;4;-202,43;0,7499
413;192;177,99;0,7494
414;108;206,98;0,7489
415;600;-2,24;0,7483
416;100;-219,39;0,7478
417;348;-278,92;0,7473
418;342;95,94;0,7468
419;271;150,95;0,7462
420;102;179,99;0,7457
421;269;129,32;0,7452
422;151;185,25;0,7447
423;6;-202,55;0,7442
424;376;122,55;0,7436
425;600;-189,75;0,7431
426;131;214,05;0,7426
427;8;-203,57;0,7421
428;356;121,10;0,7416
429;92;-191,16;0,7410
430;369;80,67;0,7405
431;235;149,16;0,7400
432;350;-246,09;0,7395
433;151;-235,40;0,7390
434;441;-338,10;0,7384
435;417;89,79;0,7379
436;103;176,33;0,7374
437;63;-193,92;0,7369
438;357;85,79;0,7364
439;70;-201,34;0,7359
440;62;-213,36;0,7354
441;164;173,12;0,7348
442;226;-241,80;0,7343
443;390;-313,44;0,7338
444;198;-215,07;0,7333
445;596;-391,00;0,7328
446;600;-170,90;0,7323
447;202;185,54;0,7318
448;600;-200,95;0,7312
449;129;-212,33;0,7307
450;294;-283,43;0,7302
451;4;-202,43;0,7297
452;205;176,91;0,7292
453;94;-223,88;0,7287
454;264;162,37;0,7282
455;92;170,49;0,7277
456;482;80,34;0,7272
457;113;187,28;0,7266
458;600;-190,80;0,7261
459;4;-202,43;0,7256
460;518;8,58;0,7251
461;186;154,80;0,7246
462;600;-180,90;0,7241
463;477;43,79;0,7236
464;401;-308,80;0,7231
465;257;140,69;0,7226
466;220;176,46;0,7221
467;330;-277,09;0,7216
468;127;177,94;0,7211
469;153;149,33;0,7206
470;14;-204,83;0,7201
471;522;-392,76;0,7196
472;410;75,66;0,7191
473;600;-203,70;0,7186
474;166;202,90;0,7181
475;158;184,73;0,7175
476;58;-200,22;0,7170
477;281;112,80;0,7165
478;317;142,09;0,7160
479;132;189,14;0,7155
480;495;27,71;0,7150
481;247;139,39;0,7145
482;73;206,53;0,7140
483;6;-202,55;0,7135
484;433;52,33;0,7130
485;461;88,05;0,7125
486;325;110,26;0,7120
487;138;178,33;0,7115
488;349;143,07;0,7110
489;4;-202,43;0,7105
490;166;211,50;0,7101
491;186;192,85;0,7096
492;115;-224,69;0,7091
493;103;194,78;0,7086
494;431;108,15;0,7081
495;518;54,93;0,7076
496;425;98,71;0,7071
497;153;174,43;0,7066
498;272;140,04;0,7061
499;84;-177,08;0,7056
500;154;199,52;0,7051
501;535;64,66;0,7046
502;509;93,67;0,7041
503;2;-200,06;0,7036
504;156;172,00;0,7031
505;486;-341,80;0,7026
506;408;89,18;0,7021
507;267;-273,11;0,7016
508;223;110,83;0,7012
509;600;-196,90;0,7007
510;290;-290,44;0,7002
511;120;-237,44;0,6997
512;138;-220,92;0,6992
513;504;-381,73;0,6987
514;104;208,42;0,6982
515;109;194,52;0,6977
516;376;-280,45;0,6972
517;299;139,37;0,6968
518;253;139,73;0,6963
519;255;-278,29;0,6958
520;141;-224,70;0,6953
521;330;112,01;0,6948
522;224;138,87;0,6943
523;57;-203,46;0,6938
524;78;200,98;0,6933
525;94;-210,98;0,6929
526;362;91,64;0,6924
527;184;188,37;0,6919
528;129;179,87;0,6914
529;115;185,46;0,6909
530;68;-190,12;0,6904
531;242;-232,01;0,6900
532;7;-203,06;0,6895
533;2;199,94;0,6890
534;470;98,31;0,6885
535;226;-246,35;0,6880
536;340;-293,69;0,6875
537;600;-207,75;0,6871
538;498;48,93;0,6866
539;279;-255,33;0,6861
540;380;100,46;0,6856
541;389;116,57;0,6851
542;346;109,95;0,6847
543;83;-211,67;0,6842
544;90;174,36;0,6837
545;109;223,97;0,6832
546;528;48,53;0,6827
547;363;122,78;0,6823
548;369;112,87;0,6818
549;213;136,83;0,6813
550;148;-241,67;0,6808
551;345;195,81;0,6804
552;370;107,66;0,6799
553;298;72,43;0,6794
554;196;-248,15;0,6789
555;89;-210,53;0,6785
556;238;-266,47;0,6780
557;328;-318,92;0,6775
558;494;82,62;0,6770
559;4;-202,43;0,6766
560;389;141,27;0,6761
561;171;-245,30;0,6756
562;4;-202,43;0,6751
563;325;-278,59;0,6747
564;4;-202,43;0,6742
565;4;-202,43;0,6737
566;450;-352,04;0,6733
567;243;167,38;0,6728
568;270;164,31;0,6723
569;4;-202,43;0,6718
570;600;-175,20;0,6714
571;191;-231,15;0,6709
572;310;138,91;0,6704
573;319;88,27;0,6700
574;5;-202,94;0,6695
575;5;-202,94;0,6690
576;600;-255,95;0,6686
577;331;122,75;0,6681
578;247;115,64;0,6676
579;600;-211,65;0,6672
580;408;56,33;0,6667
581;505;21,71;0,6662
582;600;-253,30;0,6658
583;600;-244,25;0,6653
584;600;-187,65;0,6648
585;367;-235,41;0,6644
586;6;-202,55;0,6639
587;4;-202,43;0,6634
588;237;152,69;0,6630
589;466;-348,60;0,6625
590;262;148,79;0,6620
591;450;-359,84;0,6616
592;381;-348,90;0,6611
593;231;-265,00;0,6606
594;93;199,13;0,6602
595;52;187,24;0,6597
596;20;-204,74;0,6593
597;240;-258,34;0,6588
598;192;131,84;0,6583
599;321;-324,45;0,6579
600;107;186,44;0,6574
601;134;178,72;0,6570
602;153;168,53;0,6565
603;4;-202,43;0,6560
604;87;196,89;0,6556
605;414;60,62;0,6551
606;95;209,26;0,6547
607;168;-245,07;0,6542
608;145;189,21;0,6537
609;35;-199,69;0,6533
610;600;-232,70;0,6528
611;136;-240,40;0,6524
612;435;49,91;0,6519
613;539;35,27;0,6515
614;49;202,57;0,6510
615;212;142,59;0,6505
616;211;144,65;0,6501
617;382;-293,81;0,6496
618;177;-259,71;0,6492
619;143;208,43;0,6487
620;281;105,55;0,6483
621;4;-202,43;0,6478
622;600;-262,90;0,6474
623;183;161,18;0,6469
624;492;-386,76;0,6465
625;600;-211,05;0,6460
626;2;-200,06;0,6456
627;600;-201,05;0,6451
628;357;-343,46;0,6446
629;77;199,49;0,6442
630;556;-11,45;0,6437
631;390;54,01;0,6433
632;252;-277,51;0,6428
633;600;-212,85;0,6424
634;137;-226,11;0,6419
635;141;153,75;0,6415
636;371;75,60;0,6410
637;90;-214,49;0,6406
638;192;163,64;0,6401
639;561;-36,90;0,6397
640;475;9,31;0,6393
641;67;-201,61;0,6388
642;561;16,65;0,6384
643;205;137,31;0,6379
644;75;216,66;0,6375
645;106;193,00;0,6370
646;4;-202,43;0,6366
647;213;-275,32;0,6361
648;158;-229,52;0,6357
649;600;-177,65;0,6352
650;44;-200,48;0,6348
651;358;79,13;0,6343
652;168;162,93;0,6339
653;208;160,43;0,6335
654;396;123,10;0,6330
655;90;193,66;0,6326
656;120;-244,64;0,6321
657;177;167,09;0,6317
658;204;182,32;0,6312
659;427;68,89;0,6308
660;429;-310,18;0,6304
661;82;196,69;0,6299
662;323;-294,77;0,6295
663;122;189,44;0,6290
664;600;-222,70;0,6286
665;293;114,18;0,6282
666;413;84,33;0,6277
667;477;-351,16;0,6273
668;46;200,90;0,6268
669;210;-246,34;0,6264
670;440;78,96;0,6260
671;261;-246,85;0,6255
672;294;-279,08;0,6251
673;600;-182,15;0,6247
674;138;-222,17;0,6242
675;600;-242,40;0,6238
676;549;-388,08;0,6233
677;153;164,48;0,6229
678;600;-181,10;0,6225
679;598;-365,67;0,6220
680;333;-289,57;0,6216
681;304;181,52;0,6212
682;386;-293,45;0,6207
683;343;-332,07;0,6203
684;368;98,78;0,6199
685;468;191,33;0,6194
686;16;-205,95;0,6190
687;296;126,70;0,6186
688;111;-221,50;0,6181
689;268;145,68;0,6177
690;148;-239,72;0,6173
691;349;72,92;0,6168
692;333;111,83;0,6164
693;600;-183,30;0,6160
694;109;-232,83;0,6155
695;304;-296,73;0,6151
696;279;149,17;0,6147
697;271;-280,10;0,6142
698;428;83,83;0,6138
699;465;-351,69;0,6134
700;199;166,37;0,6130
701;327;110,29;0,6125
702;461;53,65;0,6121
703;562;35,14;0,6117
704;124;-234,73;0,6112
705;171;179,05;0,6108
706;288;-271,27;0,6104
707;205;208,16;0,6100
708;181;178,35;0,6095
709;534;100,12;0,6091
710;62;196,54;0,6087
711;76;-208,40;0,6082
712;311;-285,10;0,6078
713;90;197,51;0,6074
714;186;190,75;0,6070
715;51;-189,10;0,6065
716;75;235,31;0,6061
717;600;-173,55;0,6057
718;100;176,61;0,6053
719;16;-204,95;0,6049
720;138;219,43;0,6044
721;126;-228,80;0,6040
722;32;218,79;0,6036
723;488;127,98;0,6032
724;259;151,22;0,6027
725;105;215,16;0,6023
726;428;54,13;0,6019
727;78;186,18;0,6015
728;7;-203,06;0,6011
729;236;-270,90;0,6006
730;131;174,55;0,6002
731;294;-278,68;0,5998
732;360;-304,89;0,5994
733;220;198,56;0,5990
734;121;167,00;0,5985
735;568;18,43;0,5981
736;135;-233,19;0,5977
737;205;151,51;0,5973
738;4;-202,43;0,5969
739;330;88,66;0,5964
740;261;-279,40;0,5960
741;249;141,62;0,5956
742;197;160,59;0,5952
743;118;191,78;0,5948
744;600;-194,60;0,5944
745;600;-208,60;0,5939
746;177;-252,51;0,5935
747;154;185,52;0,5931
748;57;207,39;0,5927
749;6;-202,55;0,5923
750;123;182,63;0,5919
751;229;-206,78;0,5914
752;219;189,97;0,5910
753;272;117,54;0,5906
754;600;-165,85;0,5902
755;254;203,77;0,5898
756;361;154,00;0,5894
757;463;57,13;0,5890
758;126;-212,90;0,5886
759;305;-265,09;0,5881
760;9;-204,08;0,5877
761;2;199,94;0,5873
762;66;194,55;0,5869
763;509;-402,13;0,5865
764;256;-282,95;0,5861
765;175;-228,04;0,5857
766;119;-222,18;0,5853
767;4;-202,43;0,5849
768;328;122,88;0,5844
769;198;149,18;0,5840
770;291;-264,00;0,5836
771;405;-308,99;0,5832
772;600;-228,10;0,5828
773;4;-202,43;0,5824
774;4;-202,43;0,5820
775;501;30,15;0,5816
776;75;-222,09;0,5812
777;600;-250,05;0,5808
778;600;-236,60;0,5804
779;136;175,10;0,5800
780;82;182,39;0,5796
781;209;-242,23;0,5792
782;130;202,56;0,5787
783;401;-269,35;0,5783
784;9;-203,18;0,5779
785;14;-204,83;0,5775
786;600;-213,20;0,5771
787;281;-251,15;0,5767
788;600;-194,85;0,5763
789;4;-202,43;0,5759
790;531;62,50;0,5755
791;124;174,27;0,5751
792;600;-209,45;0,5747
793;46;230,45;0,5743
794;239;-237,53;0,5739
795;55;-191,44;0,5735
796;169;-251,03;0,5731
797;482;-361,71;0,5727
798;600;-219,40;0,5723
799;139;-238,93;0,5719
800;108;190,23;0,5715
801;417;59,74;0,5711
802;285;-291,24;0,5707
803;280;-287,99;0,5703
804;600;-255,35;0,5699
805;4;-202,68;0,5695
806;459;-376,08;0,5691
807;521;40,50;0,5687
808;106;182,05;0,5683
809;600;-230,70;0,5679
810;600;-217,25;0,5675
811;9;-203,18;0,5671
812;389;64,92;0,5667
813;422;73,59;0,5663
814;352;86,44;0,5659
815;470;32,06;0,5655
816;112;179,94;0,5651
817;323;87,38;0,5647
818;191;150,95;0,5643
819;162;-227,46;0,5639
820;110;187,31;0,5636
821;514;44,72;0,5632
822;214;-242,03;0,5628
823;147;-194,36;0,5624
824;344;131,32;0,5620
825;600;-119,85;0,5616
826;94;-210,38;0,5612
827;113;205,73;0,5608
828;202;151,14;0,5604
829;26;197,40;0,5600
830;600;-185,25;0,5596
831;134;207,77;0,5592
832;320;-258,14;0,5588
833;11;-203,30;0,5584
834;290;130,76;0,5581
835;63;-195,77;0,5577
836;359;-328,28;0,5573
837;260;-277,54;0,5569
838;566;-374,65;0,5565
839;222;-259,61;0,5561
840;120;-225,94;0,5557
841;116;181,50;0,5553
842;86;-209,15;0,5549
843;513;70,83;0,5545
844;5;-202,94;0,5542
845;240;109,66;0,5538
846;98;-217,07;0,5534
847;461;-339,95;0,5530
848;6;-202,55;0,5526
849;229;-265,58;0,5522
850;600;-215,55;0,5518
851;367;82,19;0,5514
852;600;-253,00;0,5511
853;7;-203,06;0,5507
854;53;211,63;0,5503
855;78;196,28;0,5499
856;302;-274,06;0,5495
857;280;131,01;0,5491
858;377;99,49;0,5488
859;110;-213,19;0,5484
860;84;-198,38;0,5480
861;600;-227,75;0,5476
862;88;197,98;0,5472
863;118;-231,07;0,5468
864;600;-201,00;0,5465
865;576;-435,60;0,5461
866;4;-202,43;0,5457
867;56;217,20;0,5453
868;208;135,18;0,5449
869;446;54,00;0,5445
870;206;130,65;0,5442
871;600;-173,35;0,5438
872;129;187,22;0,5434
873;316;97,40;0,5430
874;8;-203,57;0,5426
875;419;-359,98;0,5423
876;4;-202,43;0,5419
877;32;-205,91;0,5415
878;149;220,22;0,5411
879;68;206,53;0,5407
880;476;18,00;0,5404
881;145;156,56;0,5400
882;600;-264,50;0,5396
883;600;-271,40;0,5392
884;39;213,32;0,5389
885;274;94,67;0,5385
886;443;-381,92;0,5381
887;443;-336,92;0,5377
888;129;176,27;0,5373
889;600;-232,10;0,5370
890;600;-285,45;0,5366
891;2;-200,06;0,5362
892;461;-10,60;0,5358
893;600;-247,25;0,5355
894;600;-243,35;0,5351
895;411;103,20;0,5347
896;101;-236,05;0,5343
897;567;-437,16;0,5340
898;245;145,36;0,5336
899;29;-194,08;0,5332
900;600;-175,45;0,5328
901;191;151,65;0,5325
902;600;-168,30;0,5321
903;385;152,21;0,5317
904;378;123,43;0,5314
905;129;204,62;0,5310
906;494;55,62;0,5306
907;323;-278,37;0,5302
908;523;-336,32;0,5299
909;101;214,40;0,5295
910;133;-210,22;0,5291
911;439;-326,08;0,5288
912;262;-265,66;0,5284
913;600;-187,30;0,5280
914;109;196,87;0,5277
915;600;-244,10;0,5273
916;190;171,51;0,5269
917;268;146,38;0,5265
918;600;-156,85;0,5262
919;600;-200,15;0,5258
920;362;-311,66;0,5254
921;281;134,95;0,5251
922;600;-119,75;0,5247
923;600;-127,05;0,5243
924;488;60,63;0,5240
925;182;220,09;0,5236
926;75;205,16;0,5232
927;251;-274,50;0,5229
928;114;-194,13;0,5225
929;600;-157,20;0,5221
930;2;-200,06;0,5218
931;409;-273,53;0,5214
932;525;10,46;0,5210
933;4;-202,43;0,5207
934;146;-236,30;0,5203
935;226;137,75;0,5199
936;140;-225,24;0,5196
937;115;-187,54;0,5192
938;278;119,78;0,5189
939;9;-203,18;0,5185
940;135;177,71;0,5181
