Episode;Outcome;DeathType;Phase;Steps;TotalReward;Epsilon;ExplorationRate;WallsInitial;WallsBroken;BombsDropped;SafetyDangerSteps
225;DEATH;Suicide;1;6;-302,55;0,1053;0,17;8;0;1;2
226;DEATH;Suicide;1;4;-302,38;0,1042;0,50;14;0;1;2
227;DEATH;Suicide;1;107;-416,91;0,1032;0,11;11;1;2;4
228;DEATH;Suicide;1;11;-304,20;0,1021;0,09;12;0;2;2
229;DEATH;Suicide;1;52;-317,61;0,1011;0,08;9;0;1;2
230;DEATH;Suicide;1;61;-324,70;0,1001;0,10;15;3;6;10
231;DEATH;Suicide;1;32;-318,46;0,0991;0,06;12;1;1;2
232;DEATH;Suicide;1;27;-325,61;0,0981;0,11;14;1;1;2
233;DEATH;Suicide;1;6;-295,50;0,0971;0,33;10;1;1;2
234;DEATH;Suicide;1;6;-295,95;0,0962;0,17;12;1;1;2
235;DEATH;Suicide;1;11;-299,05;0,0952;0,09;9;1;2;2
236;DEATH;Suicide;1;4;-302,43;0,0942;0,00;13;0;2;2
237;DEATH;Suicide;1;28;-328,22;0,0933;0,07;6;1;1;2
238;DEATH;Suicide;1;4;-302,43;0,0924;0,00;10;0;2;2
239;DEATH;Suicide;1;9;-297,88;0,0914;0,11;12;1;3;4
240;DEATH;Suicide;1;4;-302,33;0,0905;0,00;16;0;2;2
241;DEATH;Suicide;1;6;-295,95;0,0896;0,17;16;1;1;2
242;DEATH;Suicide;1;4;-302,38;0,0887;0,00;9;0;1;2
243;DEATH;Suicide;1;43;-287,87;0,0878;0,12;10;3;2;4
244;DEATH;Suicide;1;5;-302,49;0,0870;0,00;5;0;2;2
245;DEATH;Suicide;1;12;-308,01;0,0861;0,08;11;0;1;2
246;DEATH;Suicide;1;13;-309,02;0,0852;0,08;16;0;2;2
247;DEATH;Suicide;1;5;-295,44;0,0844;0,40;14;1;1;2
248;DEATH;Suicide;1;77;-327,51;0,0835;0,08;10;2;3;6
249;DEATH;Suicide;1;6;-302,55;0,0827;0,00;10;0;2;2
250;DEATH;Suicide;1;16;-288,25;0,0819;0,06;13;3;3;6
251;DEATH;Suicide;1;13;-301,07;0,0811;0,00;13;1;2;2
252;DEATH;Suicide;1;9;-297,53;0,0802;0,22;11;1;2;2
253;DEATH;Suicide;1;11;-303,90;0,0794;0,18;9;0;1;2
254;DEATH;Suicide;1;30;-308,19;0,0787;0,03;15;1;1;2
255;DEATH;Suicide;1;5;-295,39;0,0779;0,00;11;1;2;2
256;DEATH;Suicide;1;5;-302,49;0,0771;0,00;11;0;2;2
257;DEATH;Suicide;1;4;-302,43;0,0763;0,00;13;0;1;2
258;DEATH;Suicide;1;19;-299,18;0,0756;0,00;9;2;3;4
259;DEATH;Suicide;1;104;-581,93;0,0748;0,04;10;1;1;2
260;DEATH;Suicide;1;11;-293,20;0,0740;0,27;6;2;1;2
261;DEATH;Suicide;1;24;-287,58;0,0733;0,04;13;4;4;8
262;DEATH;Suicide;1;8;-297,72;0,0726;0,13;7;1;3;4
263;WIN;None;1;27;-284,01;0,0718;0,19;6;2;6;12
264;DEATH;Suicide;1;5;-302,44;0,0711;0,00;11;0;1;2
265;DEATH;Suicide;1;10;-291,84;0,0704;0,00;10;2;2;4
266;DEATH;Suicide;1;44;-371,13;0,0697;0,05;12;2;3;4
267;DEATH;Suicide;1;9;-290,88;0,0690;0,11;12;2;3;4
268;DEATH;Suicide;1;10;-304,64;0,0683;0,10;10;0;1;2
269;DEATH;Suicide;1;92;-395,81;0,0676;0,10;11;1;4;6
270;DEATH;Suicide;1;5;-295,49;0,0670;0,20;9;1;2;2
271;DEATH;Suicide;1;125;-421,49;0,0663;0,07;9;1;7;14
272;DEATH;Suicide;1;12;-298,26;0,0656;0,25;12;1;1;2
273;DEATH;Suicide;1;27;-310,86;0,0650;0,11;10;0;6;10
274;DEATH;Suicide;1;18;-307,52;0,0643;0,11;12;1;2;2
275;DEATH;Suicide;1;5;-295,44;0,0637;0,00;14;1;1;2
276;DEATH;Suicide;1;45;-360,29;0,0630;0,04;12;1;2;4
277;DEATH;Suicide;1;27;-302,51;0,0624;0,07;7;1;2;4
278;DEATH;Suicide;1;30;-304,39;0,0618;0,10;13;1;2;4
279;DEATH;Suicide;1;4;-302,38;0,0612;0,00;16;0;1;2
280;DEATH;Suicide;1;147;-367,81;0,0606;0,03;10;4;5;10
281;DEATH;Suicide;1;4;-302,43;0,0600;0,25;13;0;1;2
282;DEATH;Suicide;1;8;-296,92;0,0594;0,00;12;1;1;2
283;DEATH;Suicide;1;4;-300,93;0,0588;0,00;16;0;2;2
284;DEATH;Suicide;1;10;-290,94;0,0582;0,00;9;2;3;4
285;DEATH;Suicide;1;4;-300,88;0,0576;0,25;10;0;2;2
286;DEATH;Suicide;1;43;-338,37;0,0570;0,05;11;1;2;2
287;DEATH;Suicide;1;22;-304,01;0,0565;0,09;11;2;2;4
288;DEATH;Suicide;1;134;-868,08;0,0559;0,04;15;2;2;4
289;DEATH;Suicide;1;209;-375,18;0,0553;0,05;8;3;6;10
290;DEATH;Suicide;1;92;-589,26;0,0548;0,05;13;1;1;2
291;DEATH;Suicide;1;44;-360,98;0,0542;0,07;15;1;1;2
292;DEATH;Suicide;1;24;-318,68;0,0537;0,00;13;1;1;2
293;DEATH;Suicide;1;16;-291,15;0,0531;0,06;11;3;2;2
294;DEATH;Suicide;1;4;-302,38;0,0526;0,00;14;0;1;2
295;DEATH;Suicide;1;4;-300,93;0,0521;0,00;8;0;2;2
296;DEATH;Suicide;1;41;-348,55;0,0516;0,00;12;0;1;2
297;DEATH;Suicide;1;5;-295,39;0,0511;0,00;11;1;1;2
298;DEATH;Suicide;1;16;-304,60;0,0505;0,06;10;1;1;2
299;DEATH;Suicide;1;4;-300,83;0,0500;0,00;16;0;2;2
300;DEATH;Suicide;1;30;-319,34;0,0500;0,03;15;1;2;2
301;DEATH;Suicide;1;34;-345,33;0,0500;0,09;11;1;2;2
302;DEATH;Suicide;1;19;-297,88;0,0500;0,05;8;2;6;10
303;DEATH;Suicide;1;17;-306,01;0,0500;0,00;16;1;1;2
304;DEATH;Suicide;1;41;-362,50;0,0500;0,05;14;1;1;2
305;DEATH;Suicide;1;17;-306,01;0,0500;0,00;10;1;1;2
306;DEATH;Suicide;1;4;-300,83;0,0500;0,00;10;0;1;2
307;DEATH;Suicide;1;86;-493,90;0,0500;0,06;13;1;1;2
308;DEATH;Suicide;1;13;-300,07;0,0500;0,08;12;1;2;2
309;DEATH;Suicide;1;28;-305,17;0,0500;0,11;9;0;3;6
310;DEATH;Suicide;1;24;-326,38;0,0500;0,04;11;0;2;2
311;DEATH;Suicide;1;17;-301,66;0,0500;0,18;12;1;2;2
312;DEATH;Suicide;1;10;-305,34;0,0500;0,10;11;0;3;4
313;DEATH;Suicide;1;9;-298,23;0,0500;0,11;14;1;2;4
314;DEATH;Suicide;1;4;-302,38;0,0500;0,25;11;0;1;2
315;DEATH;Suicide;1;6;-303,40;0,0500;0,00;10;0;1;2
316;DEATH;Suicide;1;4;-302,38;0,0500;0,00;13;0;1;2
317;DEATH;Suicide;1;10;-294,19;0,0500;0,00;14;2;2;4
318;DEATH;Suicide;1;27;-291,21;0,0500;0,04;10;3;5;8
319;DEATH;Suicide;1;7;-300,66;0,0500;0,00;11;0;2;2
320;DEATH;Suicide;1;6;-290,50;0,0500;0,00;9;2;1;2
321;DEATH;Suicide;1;8;-293,22;0,0500;0,13;11;2;2;4
322;DEATH;Suicide;1;14;-309,88;0,0500;0,00;12;0;4;8
323;DEATH;Suicide;1;72;-496,11;0,0500;0,04;11;0;2;4
324;DEATH;Suicide;1;16;-299,40;0,0500;0,06;14;2;2;4
325;DEATH;Suicide;1;24;-301,28;0,0500;0,13;18;3;2;4
326;DEATH;Suicide;1;4;-300,88;0,0500;0,00;9;0;1;2
327;DEATH;Suicide;1;9;-291,23;0,0500;0,11;15;2;2;4
328;DEATH;Suicide;1;5;-295,39;0,0500;0,00;16;1;1;2
329;DEATH;Suicide;1;4;-302,43;0,0500;0,25;11;0;2;2
330;DEATH;Suicide;1;74;-345,23;0,0500;0,05;11;4;5;10
331;DEATH;Suicide;1;51;-377,00;0,0500;0,02;13;1;3;4
332;DEATH;Suicide;1;13;-297,37;0,0500;0,00;14;2;5;8
333;DEATH;Suicide;1;103;-287,97;0,0500;0,03;10;4;3;6
334;DEATH;Suicide;1;7;-302,56;0,0500;0,14;11;0;1;2
335;DEATH;Suicide;1;4;-302,43;0,0500;0,25;8;0;1;2
336;DEATH;Suicide;1;63;-381,02;0,0500;0,02;7;2;8;14
337;DEATH;Suicide;1;26;-325,95;0,0500;0,04;11;0;2;4
338;DEATH;Suicide;1;4;-302,38;0,0500;0,00;14;0;1;2
339;DEATH;Suicide;1;18;-292,87;0,0500;0,06;15;3;6;10
340;DEATH;Suicide;1;107;-490,21;0,0500;0,02;11;2;8;16
341;DEATH;Suicide;1;31;-298,05;0,0500;0,03;10;1;2;4
342;DEATH;Suicide;1;27;-311,41;0,0500;0,07;13;1;4;8
343;DEATH;Suicide;1;40;-366,04;0,0500;0,05;16;1;1;2
344;DEATH;Suicide;1;44;-328,23;0,0500;0,05;11;1;4;8
345;DEATH;Suicide;1;64;-362,28;0,0500;0,03;10;1;5;8
346;DEATH;Suicide;1;6;-301,45;0,0500;0,00;12;0;1;2
347;DEATH;Suicide;1;31;-294,10;0,0500;0,03;12;2;2;4
348;DEATH;Suicide;1;7;-292,66;0,0500;0,00;11;2;3;4
349;DEATH;Suicide;1;4;-302,43;0,0500;0,00;10;0;1;2
350;WIN;None;1;8;-281,22;0,0500;0,13;13;1;2;4
351;DEATH;Suicide;1;67;-350,31;0,0500;0,07;7;2;6;10
352;DEATH;Suicide;1;30;-323,19;0,0500;0,10;9;0;3;4
353;DEATH;Suicide;1;211;-372,10;0,0500;0,03;8;2;6;12
354;DEATH;Suicide;1;5;-302,44;0,0500;0,20;7;0;1;2
355;DEATH;Suicide;1;81;-431,80;0,0500;0,05;10;1;3;4
356;DEATH;Suicide;1;5;-302,49;0,0500;0,20;9;0;2;2
357;DEATH;Suicide;1;11;-299,15;0,0500;0,09;16;1;1;2
358;DEATH;Suicide;1;5;-295,39;0,0500;0,00;10;1;2;2
359;WIN;None;1;50;-352,74;0,0500;0,04;10;2;3;6
360;DEATH;Suicide;1;5;-295,39;0,0500;0,20;14;1;2;2
361;DEATH;Suicide;1;81;-332,70;0,0500;0,06;9;3;6;10
362;DEATH;Suicide;1;64;-451,73;0,0500;0,06;14;2;2;2
363;WIN;None;1;141;130,95;0,0500;0,09;14;4;13;26
364;DEATH;Suicide;1;7;-304,71;0,0500;0,14;10;0;3;4
365;DEATH;Suicide;1;229;-316,73;0,0500;0,06;10;2;6;12
