Episode;Outcome;DeathType;Phase;Steps;TotalReward;Epsilon;ExplorationRate;WallsInitial;WallsBroken;BombsDropped;SafetyDangerSteps
175;WIN;None;1;11;"224,35";"0,2698";"0,18";8;1;2;4
176;WIN;None;1;169;"241,79";"0,2678";"0,19";15;15;25;50
177;WIN;None;1;33;"238,66";"0,2658";"0,15";9;6;6;12
178;WIN;None;1;7;"219,03";"0,2638";"0,14";11;1;2;2
179;WIN;None;1;43;"239,01";"0,2618";"0,16";13;6;9;18
180;WIN;None;1;55;"236,22";"0,2599";"0,15";8;5;8;16
181;WIN;None;1;18;"223,11";"0,2579";"0,22";7;2;2;4
182;WIN;None;1;163;"240,21";"0,256";"0,2";13;13;20;40
183;WIN;None;1;91;"276,7";"0,2541";"0,26";13;13;10;20
184;WIN;None;1;50;"255,97";"0,2522";"0,14";15;9;8;16
185;WIN;None;1;94;"246,19";"0,2503";"0,19";12;9;12;24
186;WIN;None;1;42;"233,03";"0,2484";"0,21";9;4;6;12
187;WIN;None;1;43;"219,01";"0,2465";"0,19";11;3;7;14
188;DEATH;Suicide;1;4;"-304,51";"0,2447";"0,25";15;0;2;2
189;WIN;None;1;106;"260,5";"0,2428";"0,16";11;11;14;28
190;WIN;None;1;58;"254,51";"0,241";"0,14";10;8;7;14
191;WIN;None;1;17;"229,33";"0,2392";"0,29";13;3;3;6
192;WIN;None;1;74;"257,39";"0,2374";"0,16";10;9;10;20
193;WIN;None;1;50;"233,72";"0,2356";"0,26";13;5;8;16
194;WIN;None;1;18;"229,21";"0,2339";"0,22";13;3;3;6
195;WIN;None;1;131;"222,2";"0,2321";"0,15";8;8;15;30
196;WIN;None;1;121;"248,7";"0,2304";"0,17";15;11;10;20
197;WIN;None;1;91;"239,75";"0,2287";"0,12";11;9;12;24
198;WIN;None;1;19;"222,89";"0,2269";"0,21";13;2;3;6
199;WIN;None;1;161;211;"0,2252";"0,19";9;8;18;36
200;WIN;None;1;36;"240,4";"0,2235";"0,14";13;5;7;14
201;WIN;None;1;45;"266,67";"0,2219";"0,2";14;9;7;14
202;WIN;None;1;46;"234,2";"0,2202";"0,26";9;5;7;14
203;WIN;None;1;59;"209,74";"0,2186";"0,12";11;3;7;14
204;WIN;None;1;36;"244,05";"0,2169";"0,14";15;6;6;12
205;WIN;None;1;34;"222,29";"0,2153";"0,12";7;2;6;12
206;WIN;None;1;96;"262,25";"0,2137";"0,16";13;10;9;18
207;WIN;None;1;41;"245,5";"0,2121";"0,07";10;7;9;16
208;WIN;None;1;54;"255,14";"0,2105";"0,17";13;9;8;14
209;WIN;None;1;40;"220,27";"0,2089";"0,23";12;5;3;6
210;WIN;None;1;33;"244,71";"0,2073";"0,03";16;6;6;12
211;WIN;None;1;10;"214,52";"0,2058";"0,4";8;1;3;4
212;WIN;None;1;48;"232,06";"0,2042";"0,17";11;4;6;12
213;DEATH;Suicide;1;4;"-304,51";"0,2027";"0,25";11;0;1;2
214;WIN;None;1;39;"249,69";"0,2012";"0,05";10;6;7;14
215;WIN;None;1;41;237;"0,1997";"0,2";13;5;5;10
216;WIN;None;1;62;"263,73";"0,1982";"0,15";13;10;8;16
217;WIN;None;1;84;"244,04";"0,1967";"0,18";12;10;11;20
218;WIN;None;1;24;"228,04";"0,1952";"0,13";11;3;7;12
219;WIN;None;1;46;"213,4";"0,1938";"0,13";15;3;4;8
220;WIN;None;1;109;"237,64";"0,1923";"0,12";13;8;18;36
221;WIN;None;1;89;"233,49";"0,1909";"0,11";10;8;16;30
222;WIN;None;1;85;"222,97";"0,1894";"0,14";8;5;11;22
223;WIN;None;1;151;"222,5";"0,188";"0,15";13;10;19;38
224;WIN;None;1;35;"232,22";"0,1866";"0,14";6;3;5;8
225;WIN;None;1;61;"242,1";"0,1852";"0,13";14;8;8;16
226;WIN;None;1;63;"251,46";"0,1838";"0,1";12;8;8;16
227;WIN;None;1;42;"230,38";"0,1824";"0,12";12;4;4;8
228;WIN;None;1;60;"231,42";"0,1811";"0,12";12;6;8;14
229;WIN;None;1;34;"234,44";"0,1797";"0,09";9;5;5;10
230;WIN;None;1;50;"247,72";"0,1784";"0,22";17;8;5;10
231;WIN;None;1;13;"223,96";"0,177";"0,08";6;2;2;4
232;WIN;None;1;35;"244,17";"0,1757";"0,14";13;5;6;10
233;WIN;None;1;81;"216,3";"0,1744";"0,09";9;5;6;12
234;WIN;None;1;59;"238,54";"0,1731";"0,15";11;7;9;18
235;WIN;None;1;38;"239,51";"0,1718";"0,16";12;6;8;16
236;WIN;None;1;75;"228,77";"0,1705";"0,09";8;5;11;22
237;WIN;None;1;40;"237,47";"0,1692";"0,15";10;4;6;10
238;WIN;None;1;112;"249,68";"0,1679";"0,13";11;10;12;24
239;WIN;None;1;126;"252,45";"0,1667";"0,17";17;11;16;32
240;WIN;None;1;33;"228,21";"0,1654";"0,24";8;4;6;12
241;WIN;None;1;62;"253,98";"0,1642";"0,1";9;8;11;22
242;WIN;None;1;52;"229,53";"0,163";"0,13";11;5;5;10
243;WIN;None;1;202;"217,03";"0,1617";"0,13";13;11;28;56
244;WIN;None;1;69;"268,09";"0,1605";"0,07";14;11;10;20
245;WIN;None;1;54;"257,34";"0,1593";"0,09";9;9;7;14
246;WIN;None;1;40;"237,22";"0,1581";"0,08";9;4;5;10
247;WIN;None;1;91;"269,85";"0,1569";"0,07";11;11;13;26
248;WIN;None;1;24;"230,29";"0,1558";"0,17";12;4;6;10
249;WIN;None;1;59;"265,84";"0,1546";"0,07";13;11;8;16
250;WIN;None;1;61;"251,3";"0,1534";"0,05";8;7;10;18
251;WIN;None;1;27;"227,43";"0,1523";"0,07";12;3;5;8
252;WIN;None;1;30;"241,32";"0,1511";"0,07";10;5;5;10
253;WIN;None;1;132;"241,98";"0,15";"0,08";15;11;21;42
254;WIN;None;1;33;"250,41";"0,1489";"0,09";14;7;5;10
255;WIN;None;1;50;"237,82";"0,1478";"0,18";11;6;6;12
256;WIN;None;1;21;"228,5";"0,1467";"0,1";7;2;3;6
257;WIN;None;1;39;"229,84";"0,1456";"0,18";7;6;8;14
258;WIN;None;1;105;"259,47";"0,1445";"0,07";12;12;16;32
259;WIN;None;1;52;"198,78";"0,1434";"0,12";12;5;5;10
260;WIN;None;1;16;"229,5";"0,1423";"0,06";9;3;3;6
261;WIN;None;1;60;"234,92";"0,1412";"0,07";9;5;10;18
262;WIN;None;1;129;"242,69";"0,1402";"0,12";9;9;16;32
263;WIN;None;1;60;"239,47";"0,1391";"0,13";7;6;7;14
264;WIN;None;1;48;"223,96";"0,1381";"0,17";13;4;3;6
265;WIN;None;1;44;"272,94";"0,137";"0,11";17;10;8;16
266;WIN;None;1;31;"239,1";"0,136";"0,13";11;4;5;10
267;WIN;None;1;65;"256,57";"0,135";"0,05";13;9;10;20
268;DEATH;Suicide;1;7;"-301,67";"0,134";"0,14";12;0;1;2
269;WIN;None;1;84;"258,14";"0,133";"0,1";14;9;9;18
270;WIN;None;1;20;"234,47";"0,132";"0,1";9;3;4;8
271;WIN;None;1;124;"245,34";"0,131";"0,09";9;9;15;30
272;WIN;None;1;33;"222,11";"0,13";"0,12";11;2;4;8
273;WIN;None;1;92;"244,98";"0,129";"0,1";14;9;15;28
274;WIN;None;1;10;"224,57";"0,1281";0;11;2;2;4
275;WIN;None;1;94;"259,29";"0,1271";"0,09";15;13;11;22
276;WIN;None;1;162;"244,08";"0,1262";"0,05";13;10;27;52
277;WIN;None;1;85;"257,97";"0,1252";"0,11";12;10;13;26
278;WIN;None;1;72;"229,68";"0,1243";"0,07";10;5;9;18
279;WIN;None;1;6;"219,2";"0,1233";0;10;1;1;2
280;WIN;None;1;33;"244,86";"0,1224";"0,06";15;6;7;12
281;WIN;None;1;23;"240,26";"0,1215";"0,04";8;5;5;10
282;WIN;None;1;62;"234,93";"0,1206";"0,11";8;5;7;14
283;WIN;None;1;48;"238,01";"0,1197";"0,04";13;6;8;14
284;WIN;None;1;71;"274,65";"0,1188";"0,03";14;12;11;22
285;WIN;None;1;21;"234,75";"0,1179";"0,14";11;4;4;8
286;WIN;None;1;35;"244,42";"0,117";"0,03";10;6;6;12
287;WIN;None;1;12;"230,28";"0,1161";"0,08";14;3;4;6
288;WIN;None;1;11;"224,4";"0,1153";"0,09";9;2;2;4
289;WIN;None;1;36;"243,85";"0,1144";"0,08";12;7;5;10
290;WIN;None;1;74;"275,09";"0,1135";"0,04";17;13;11;22
291;WIN;None;1;48;"248,16";"0,1127";"0,06";7;6;7;14
292;WIN;None;1;13;"224,06";"0,1118";"0,15";8;3;2;4
293;WIN;None;1;49;"233,19";"0,111";"0,06";6;5;6;12
294;WIN;None;1;27;"245,78";"0,1102";"0,11";15;5;5;10
295;WIN;None;1;19;"235,09";"0,1093";0;13;4;3;6
296;WIN;None;1;31;"251,2";"0,1085";0;11;6;6;12
297;WIN;None;1;33;"224,96";"0,1077";"0,09";14;5;3;6
298;WIN;None;1;68;"242,36";"0,1069";"0,1";9;7;10;20
299;WIN;None;1;30;"229,67";"0,1061";"0,1";12;4;4;8
300;WIN;None;1;47;"248,08";"0,1053";"0,13";10;6;7;12
301;WIN;None;1;24;"245,84";"0,1045";"0,04";12;6;5;10
302;WIN;None;1;32;"244,98";"0,1037";"0,09";14;6;6;12
303;WIN;None;1;13;"223,96";"0,1029";"0,08";11;2;2;4
304;WIN;None;1;25;"240,02";"0,1022";0;10;5;4;8
305;WIN;None;1;82;"247,33";"0,1014";"0,11";9;8;11;22
306;WIN;None;1;46;"233,9";"0,1006";"0,02";13;6;6;12
307;WIN;None;1;26;"233,9";"0,0999";"0,04";9;4;3;6
308;WIN;None;1;37;"233,73";"0,0991";"0,08";12;5;6;12
309;WIN;None;1;120;"256,57";"0,0984";"0,09";13;12;15;30
310;WIN;None;1;55;"246,62";"0,0977";"0,07";13;7;7;14
311;WIN;None;1;116;"283,45";"0,0969";"0,05";14;14;15;30
312;DEATH;Suicide;1;5;"-304,73";"0,0962";"0,4";13;0;1;2
313;WIN;None;1;80;"260,72";"0,0955";"0,05";14;11;15;30
314;WIN;None;1;34;"230,74";"0,0948";"0,06";8;3;4;8
315;WIN;None;1;28;"233,21";"0,0941";"0,07";12;5;4;8
316;WIN;None;1;108;"172,51";"0,0933";"0,07";11;9;11;20
317;WIN;None;1;6;"219,2";"0,0926";"0,17";11;1;1;2
318;WIN;None;1;32;"238,43";"0,092";"0,06";11;5;5;10
319;WIN;None;1;14;"223,84";"0,0913";0;10;2;2;4
320;WIN;None;1;52;"259,48";"0,0906";"0,1";9;8;8;16
321;WIN;None;1;56;"257,2";"0,0899";"0,05";15;8;8;16
322;WIN;None;1;59;"264,44";"0,0892";"0,08";12;9;10;18
323;WIN;None;1;61;"254,3";"0,0886";"0,02";12;8;11;20
324;WIN;None;1;44;"242,14";"0,0879";"0,07";9;6;6;12
325;WIN;None;1;76;"247,85";"0,0872";"0,07";14;9;8;16
326;WIN;None;1;86;"250,1";"0,0866";"0,08";11;9;12;24
327;WIN;None;1;77;"246,23";"0,0859";"0,05";9;9;10;20
328;WIN;None;1;15;"229,72";"0,0853";"0,07";12;2;3;6
329;WIN;None;1;18;"235,26";"0,0846";0;9;5;3;6
330;WIN;None;1;113;"200,36";"0,084";"0,06";9;7;12;24
331;WIN;None;1;182;"197,78";"0,0834";"0,1";9;8;16;32
332;WIN;None;1;57;"235,78";"0,0828";"0,11";11;7;5;10
333;WIN;None;1;12;"223,78";"0,0821";"0,08";14;2;3;6
334;WIN;None;1;139;"190,64";"0,0815";"0,04";14;9;16;30
335;WIN;None;1;21;"230,8";"0,0809";"0,19";12;3;4;8
336;WIN;None;1;35;"240,47";"0,0803";"0,06";11;5;6;12
337;WIN;None;1;223;"216,16";"0,0797";"0,05";10;10;19;38
338;WIN;None;1;28;"223,56";"0,0791";"0,14";7;2;4;8
339;WIN;None;1;195;"173,62";"0,0785";"0,03";9;4;30;60
340;WIN;None;1;76;"258,8";"0,0779";"0,04";11;9;10;20
341;WIN;None;1;76;247;"0,0773";"0,08";14;9;11;22
342;WIN;None;1;21;"240,8";"0,0768";0;13;4;4;8
343;WIN;None;1;63;"244,66";"0,0762";"0,06";13;7;9;18
344;WIN;None;1;39;"243,64";"0,0756";"0,05";11;6;8;16
345;WIN;None;1;160;"239,17";"0,075";"0,07";11;11;16;32
346;WIN;None;1;141;"279,65";"0,0745";"0,02";16;14;18;34
347;WIN;None;1;72;"264,28";"0,0739";"0,07";11;10;11;22
348;WIN;None;1;39;"236,89";"0,0734";"0,03";11;5;6;10
349;WIN;None;1;33;"250,86";"0,0728";0;8;6;6;12
350;WIN;None;1;76;"235,3";"0,0723";"0,07";8;6;11;20
351;WIN;None;1;82;"216,38";"0,0717";"0,06";9;3;7;14
352;WIN;None;1;90;"236,97";"0,0712";"0,04";11;6;14;26
353;WIN;None;1;41;"233,3";"0,0707";0;13;5;7;14
354;WIN;None;1;20;"228,82";"0,0701";0;13;3;3;6
355;WIN;None;1;40;"248,62";"0,0696";"0,03";11;6;6;12
356;WIN;None;1;13;"223,96";"0,0691";0;13;2;3;6
357;WIN;None;1;120;"229,37";"0,0686";"0,05";10;8;16;30
358;WIN;None;1;37;"255,78";"0,068";0;12;7;5;10
359;WIN;None;1;47;"254,38";"0,0675";"0,06";12;8;8;16
360;WIN;None;1;48;"248,16";"0,067";"0,04";12;6;9;18
361;WIN;None;1;44;"260,94";"0,0665";"0,02";15;9;7;14
362;WIN;None;1;41;"255,3";"0,066";"0,02";14;8;7;14
363;WIN;None;1;41;"249,15";"0,0655";"0,05";14;6;6;12
364;WIN;None;1;12;"224,18";"0,065";"0,17";12;2;2;4
365;WIN;None;1;69;"254,94";"0,0646";"0,01";14;10;13;26
366;WIN;None;1;127;"242,08";"0,0641";"0,05";14;11;15;30
367;WIN;None;1;6;"219,2";"0,0636";"0,17";15;0;2;2
368;WIN;None;1;46;"222,65";"0,0631";"0,02";8;3;6;12
369;WIN;None;1;46;"244,5";"0,0626";"0,09";10;8;8;14
370;WIN;None;1;21;"228,7";"0,0622";0;8;3;3;6
371;WIN;None;1;90;"222,52";"0,0617";"0,01";11;10;10;20
372;WIN;None;1;315;"190,87";"0,0612";"0,05";13;13;54;106
373;WIN;None;1;138;"250,41";"0,0608";"0,08";11;11;19;36
374;WIN;None;1;76;"251,65";"0,0603";"0,07";11;10;10;18
375;WIN;None;1;38;"249,61";"0,0599";"0,05";9;6;5;10
376;WIN;None;1;29;"245,44";"0,0594";"0,07";12;6;5;10
377;WIN;None;1;42;"236,98";"0,059";"0,02";16;7;9;16
378;WIN;None;1;72;"248,03";"0,0585";"0,03";13;7;11;22
379;WIN;None;1;18;"235,26";"0,0581";0;11;4;3;6
380;WIN;None;1;60;"264,22";"0,0577";"0,02";13;10;12;22
381;WIN;None;1;57;"246,58";"0,0572";"0,05";11;6;10;20
382;WIN;None;1;33;"256,81";"0,0568";"0,06";10;7;5;10
383;WIN;None;1;30;"241,37";"0,0564";"0,03";11;6;6;12
